Name,Type,Ingredients,Price
ORIGINS,Face Masks,"Water, Carthamus Tinctorius (Safflower) Seed Oil*, Butylene Glycol, Squalane, Peg-100 Stearate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Tribehenin, Glycerin, Cetearyl Alcohol, Euphorbia Cerifera (Candelilla) Wax\Candelilla Cera\Cire De Candelilla, Kaolin, Citrus Aurantium Dulcis (Orange) Oil** Lavandula Angustifolia (Lavender) Oil**, Pogostemon Cablin (Patchouli) Oil**, Citrus Nobilis (Mandarin Orange) Peel Oil**, Pelargonium Graveolens Flower Oil**, Boswellia Carterii (Olibanum) Oil ***, Limonene, Linalool, Citronellol, Geraniol, Citral, Ganoderma Lucidum (Reishi Mushroom) Extract, Fuscoporia Obliqua Sclerotium Extract, Cordyceps Sinensis (Mushroom) Extract, Ergothioneine, Camelina Sativa Seed Oil, Lactobacillus Ferment, Hippophae Rhamnoides Extract*, Zingiber Officinale (Ginger) Root Extract*, Ocimum Sanctum (Holy Basil) Leaf Extract, Curcuma Longa (Turmeric) Root Extract*, Olea Europaea (Olive) Leaf Extract, Silybum Marianum Fruit Extract, Persea Gratissima (Avocado) Fruit Extract, Ascophyllum Nodosum Extract, Sucrose*, Astrocaryum Murumuru Seed Butter, Asparagopsis Armata Extract, Yeast Extract\Faex\Extrait De Levure, Cladosiphon Okamuranus Extract, Hypnea Musciformis (Algae) Extract, Behenyl Alcohol, Sorbitol, Trehalose, Adansonia Digitata Seed Oil, Caprylyl Glycol, Caffeine, Gellidiella Acerosa Extract, Calcium Carbonate, Helianthus Annuus (Sunflower) Seed Oil*, Polysorbate 20, Phytosterols, Maltodextrin, Tocotrienols, Phytosphingosine, Squalene, Saccharomyces Ferment Filtrate, Tocopherol, Sodium Hyaluronate, Potassium Hydroxide, Carbomer, Hexylene Glycol, Elaeis Guineensis (Palm) Oil, Dextrin, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891) *Organic Safflower Oil, Organic Sunflower Oil, Organic Sea Buckthorn Extract, Organic Ginger Extract, Organic Turmeric Extract, Organic Sucrose (Brown Sugar)**Organic Essential Oils: Organic Orange Oil, Organic Mandarin Oil, Organic Patchouli Oil, Organic Geranium Oil, Organic Lavender Oil. ***Essential Oil.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$37.00 
AMOREPACIFIC,Face Masks,"-AHA/Glycolic Acid: Exfoliates dead skin cells and removes debris to help smooth and even skin texture.
-Papaya Enzymes (Papain): Removes dead skin cells and supports healthy turnover for radiant skin.
-First Harvested Green Tea Water: Helps hydrate and s",$70.00 
NATURALLY SERIOUS,Face Masks,"-Naturally-derived Hyaluronic Acid And Sodium PCA: Help attract and retain moisture to hydrate and plump the look of skin.
-Kaolin Clay: Absorbs excess oil and impurities.
-Colloidal Oatmeal, Allantoin, Shea Butter, and Ceramide NP: Help soften, soothe, a",$42.00 
DR. BRANDT SKINCARE,Face Masks,"-Firming Peptides: Improve visual firmness and smooth the look of wrinkles.
-Black Tourmaline: Energizing minerals for a radiant look.
-Skin Scavengers: Antioxidant molecules that purify the skin and reduce the visual signs of aging caused by pollutants, ",$75.00 
SEPHORA COLLECTION,Face Masks,"-Natural Origin Glycolic Acid: Known to exfoliate and smooth the skin.
-Natural Origin Hyaluronic Acid: Known to hydrate the skin.

Aqua (Water), Propylene Glycol, Butylene Glycol, Carbomer, Sorbitan Caprylate, Sodium Hydroxide, Vaccinium Myrtillus Fruit ",$16.00 
ERNO LASZLO,Face Masks,"-Kaolin and Bentonite Clays: Absorb oil and cleanse impurities.
-Sugar Cane Extract: Balances skin's natural oils and gently exfoliates with glycolic acids to purify and minimize pores.
-Rosewater: Offers a beautiful, light fragrance and a variety of mois",$48.00 
PETER THOMAS ROTH,Face Masks,"-24K Gold: Provides powerful anti-aging benefits, helps firm, lift, brighten, and calm the appearance of skin while providing an opulent glow.
-Colloidal Gold: Helps lift and firm the look of skin.
-Magnesium: Helps re-energize skin and minimize the look ",$85.00 
KATE SOMERVILLE,Face Masks,"-Sulfur 5.0%: Works to unclog pores and reduce acne blemishes.
-Foam-Activated Technology: Helps draw out impurities, dirt, and oil from skin.
-Patented Botanical Complex: Blended with Honey Extract and Rice Bran Extract helps calm and soothe skin.
-Natur",$54.00 
VOLITION BEAUTY,Face Masks,"-Black Silt: Cleanses and removes impurities from skin’s surface.
-Plant-Derived Squalane: Smooths skin and minimizes the appearance of fine lines and wrinkles.
-Jojoba Oil: Hydrates and nourishes skin.

Water, Silt, Kaolin, Carthamus Tinctorius (Safflo",$60.00 
GLAMGLOW,Face Masks,"-Hyaluronic Acid: Diminishes the look of fine, dry lines.
-Caffeine and Green Tea: Help energize skin.
-Provitamin B5, Licorice, and Arginine: Help support skin’s natural glow.

Water, Butylene Glycol, Methylpropanediol, 1,2-Hexanediol, Sodium Hyalurona",$10.00 
GLAMGLOW,Face Masks,"-TEAOXI® Witch Hazel + Aloe Vera: Soothe the skin.
-Bentonite + Kaolin Clays: Work to clear and minimize the appearance of pores.

Water, Aloe Barbadensis Leaf Juice, Sodium C14-16 Olefin Sulfonate, Bentonite, Glycerin, Kaolin, Hamamelis Virginiana (Witc",$42.00 
ORIGINS,Face Masks,"Water, Caprylic/Capric Triglyceride, Prunus Armeniaca (Apricot) Kernel Oil, Squalane, Glycerin, Butylene Glycol, Isopropyl Isostearate, Peg-100 Stearate, Glyceryl Stearate, Niacinamide, Hydroxyethyl Urea, Cetearyl Alcohol, Polysorbate 60, Citrus Aurantium Amara (Bitter Orange)Leaf/Twig Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Ricinus Communis (Castor) Seed Oil, Osmanthus Fragrans Flower Extract, Rosa Damascena Extract, Ribes Nigrum Bud Extract, Cinnamomum Camphora (Camphor) Leaf Extract, Benzaldehyde, Hexenyl Acetate, Gamma-Decalactone, Ionone, Ethyl Acetate, Alcohol, Linalool, Limonene, Oryza Sativa (Rice) Bran Oil, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Sorbitol, Caffeine, Algae Extract , Caprylyl Glycol, Trehalose, Sodium Hyaluronate, Carbomer, Sodium Acrylates/Acrylonitrogens Copolymer, Hexylene Glycol, Potassium Hydroxide, Sodium Dehydroacetate Phenoxyethanol. *Essential Oil.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$26.00 
AMOREPACIFIC,Face Masks,"-Bamboo Sap: Replaces water to provide instant and long-lasting hydration.
-5-Hydra Complex: A botanical blend of lotus, bamboo leaf extract, cactus fruit, green tea, wild soybean, and water lily that addresses dehydration and free radical damage.

Phyllo",$60.00 
SEPHORA COLLECTION,Face Masks,"-Peppermint Extract from Natural Origin: Tones skin, leaving it feeling firmer and plumped up.

Water, Fructose, PVP, Ethylhexyl Stearate, Glycerin, CI 77891 (Titanium Dioxide), Xanthan Gum, Polyacrylamide, Phenoxyethanol, C13-14 Isoparaffin, Menthyl Lact",$8.00 
PRIMERA,Face Masks,"-Lotus Flower Seed Extract: Helps maintain moisture.
-Natural Cureplex™: Soothes and refreshes.

Water, Butylene Glycol, Cyclopentasiloxane, Glycerin, Glycereth-26, Alcohol, Cyclohexasiloxane, Trehalose, Propanediol, Dimethiconol, Carbomer, 1,2-Hexanedi",$6.00 
LA MER,Face Masks,"Water\Aqua\Eau, Isododecane, Algae (Seaweed) Extract, Dimethicone, Glycerin, Butylene Glycol, Caprylic/Capric/Myristic/Stearic Triglyceride, Peg-10 Dimethicone, Hydrogenated Vegetable Oil, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Sea Salt\Maris Sal\Sel Marin, Nylon-12, Yeast Extract\Faex\Extrait De Levure, Hydrogenated Polyisobutene, Isononyl Isononanoate, Cetyl Peg/Ppg-10/1 Dimethicone, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Helichrysum Arenarium (Everlasting) Extract, Citrus Grandis (Grapefruit) Peel Oil, Pelargonium Graveolens (Geranium) Flower Oil, Citrus Aurantifolia (Lime) Peel Extract, Laminaria Saccharina Extract, Rubus Idaeus (Raspberry) Leaf Extract, Gelidium Cartilagineum Extract, Mentha Viridis (Spearmint), Zingiber Officinale (Ginger) Root Extract, Avena Sativa (Oat) Kernel Extract, Polygonum Fagopyrum Seed Extract, Padina Pavonica Thallus Extract, Chlorella Vulgaris Extract, Laminaria Digitata Extract, Hydrolyzed Rice Extract, Acetyl Hexapeptide-8, Glycine Soja (Soybean) Protein, Sodium Hyaluronate, Caffeine, Hydrolyzed Algin, Acetyl Glucosamine, Cholesterol, Trisiloxane, Phytosphingosine, Yeast Polysaccharides, Lavandula Angustifolia (Lavender) Flower Wax, Caprylic/Capric Triglyceride, Dimethicone Crosspolymer-3, Sucrose, Polysilicone-11, Caprylyl Glycol, Synthetic Fluorphlogopite, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Sodium Pca, Urea, Dipalmitoyl Hydroxyproline, Methyldihydrojasmonate, Trehalose, Polyquaternium-51, Propylene Glycol Diethylhexanoate, Hexylene Glycol, Tourmaline, Tin Oxide, Bht, Limonene, Linalool, Geraniol, Citronellol, Titanium Dioxide (Ci 77891), Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$175.00 
SEPHORA COLLECTION,Face Masks,"Water, Butylene Glycol, Glycereth-26, 1,2-Hexanediol, Niacinamide, Vaccinium Myrtillus Fruit Extract, Lactic Acid, Saccharum Officinarum (Sugar Cane) Extract, Potassium Hydroxide, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Allantoin, Panthenol, Acer Saccharum (Sugar Maple) Extract, Xanthan Gum, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Ethylhexylglycerin, Parfum (Fragrance), Glycerin, Disodium EDTA, CI 19140 (Yellow 5), Tocopherol.",$6.00 
SHISEIDO,Face Masks,"Water, Dipropylene Glycol, Glycerin, Alcohol, Pentaerythrityl Tetraethylhexanoate, Maltitol, Dimethicone, Trehalose, Euphorbia Cerifera (Candelilla) Wax(Candelilla Cera/Cire De Candelilla), Phenoxyethanol, Peg-240/Hdi Copolymer Bis-Decyltetradeceth-20 Ether, Carbomer, Fragrance (Parfum), Potassium Hydroxide, Saccharide Isomerate, Talc, Dipotassium Glycyrrhizate, Dextrin Palmitate, Sodium Metaphosphate, Butylene Glycol, Disodium Edta, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carthamus Tinctorius (Safflower) Seed Oil, Serine, Butylphenyl Methylpropional, Limonene, Hexyl Cinnamal, Linalool, Benzyl Benzoate, Calcium Stearate, Iron Oxides (Ci 77492), Citric Acid, Sodium Citrate, Citronellol, Paeonia Suffruticosa Root Extract, Geraniol, Daucus Carota Sativa (Carrot) Root Protoplasts, Citrus Junos Seed Extract, Peg-30 Phytosterol, Hydrogenated Lecithin, Triisostearin, Panax Ginseng Root Extract, Bht, Trimethylolpropane Triethylhexanoate, Plankton Extract, Sodium Phosphate, Trisodium Edta, Polysilicone-2, Tocopherol,",$38.00 
FOREO,Face Masks,"-Collagen: Helps support skin’s elasticity and visibly smooths the look of fine lines.
-Vitamin E: Provides antioxidant protection from free radicals.
-Triple Oil Complex (Shea Butter, Jojoba Oil, And Olive Oil): Richly nourish, leaving skin soft, smoot",$19.99 
DR. JART+,Face Masks,"-Bio-peptides: Support natural skin recovery.
-Coenzyme Q10: Contains antioxidant properties to address environmental stressors.
-Beta-glucan: Reduces the appearance of fine lines and wrinkles.

Water, Glycerin, 1,2-Hexanediol, Ceratonia Siliqua Gum, Chon",$9.00 
CHARLOTTE TILBURY,Face Masks,"Stearic Acid, Butyrosperum Parkii (Shea) Butter, Glycerin, Olea Europeaea (Olive) Fruit Oil, Mangifera Indica (Mango) Seed Butter, Persea Gratissima (Avocado) Oil, Peg-20 Methyl Glucose Sesquistearate, Cetyl Ricinoleate, Hydrogenated Vegetable Oil, Cetyl Alcohol, Tocopheryl Acetate, Sorbitan Oleate, Sorbitan Stearate, Glyceryl Stearate, Glycine Soja (Soybean) Oil, Acacia Senegal Gum, Ethylhexylglycerin, Caprylyl Glycol, Cetearyl Olivate, Niacinamide, Benzyl Alcohol, Sorbitan Olivate, Butylene Glycol, Arginine, Leontopodium Alpinum Callus Culture Extract, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Calcium Titanium Borosilicate, Disodium Edta, Magnolia Officinalis Bark Extract, Helianthus Annuus (Sunflower Seed Oil), Xanthan Gum, Dicaprylyl Ether, Rosmarinus Officinalis (Rosemary) Leaf Extract, Carbomer Algae (Dictyopteris Membranacca) Extract, Polysorbate 20, Sodium Lactate, Magnolia Gradiflora Bark Extract, Luaryl Alcohol, Crocus Sativus Flower Extract, Citric Acid, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Tin Oxide (Ci 77861), Titanium Dioxide (Ci 77891), Mica (Ci 77019), Carmine (Ci 75470).",$22.00 
FOREO,Face Masks,"-Ginseng and Olive Oil: Revitalizes and nourishes skin.

Water, Methylpropanediol, Glycerin, 1,2-Hexanediol, Panthenol, Hydroxyacetophenone, Betaine, Carbomer, Arginine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Butylene Glycol, Ole",$9.99 
FOREO,Face Masks,"Water, Glycerin, Butylene Glycol, Dipropylene Glycol, Caprylic/Capric Triglyceride, Pearl Extract, Niacinamide, Tocopheryl Acetate, Tremella Fuciformis Sporocarp Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Portulaca Oleracea Extract, Panthenol, Allantoin , Dipotassium Glycyrrhizate, Xylitylglucoside, Anhydroxylitol, Xylitol, 3-O-Ethyl Ascorbic Acid, Glucose, Cetyl Ethylhexanoate, Diglycerin, Decyl Cocoate, Hydroxyacetophenone, Cetearyl Olivate, Sorbitan Olivate, Tromethamine, Caprylic/Capric Glycerides, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Ethylhexylglycerin, Xanthan Gum, Parfum/Fragrance, 1,2-Hexanediol",$19.99 
CHARLOTTE TILBURY,Face Masks,"-BioNymph Peptide Complex: Encourages beautiful skin from within while fighting free radicals.
-Hyaluronic Acid and Wild Pansy Extracts: Seal in moisture so your skin feels renewed and rejuvenated.
-Rosehip and Camellia Oils and Antioxidant Vitamin E: Tra",$60.00 
EDIBLE BEAUTY,Face Masks,,$43.00 
ORIGINS,Face Masks,"Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$26.00 
EVE LOM,Face Masks,#NAME?,$85.00 
DR. BARBARA STURM,Face Masks,"-Aloe Vera and Chamomile: Provide intense moisture and calm the skin.
-Purslane: A strong antioxidant that stimulates the body and supports skin health and rejuvenation.
-Kaolin: Leaves the skin with a silky-soft feel.

Water, Kaolin, Glycerin, Prunus Amy",$145.00 
FOREO,Face Masks,"-Hyaluronic Acid: Hydrates.
-Red Algae Extract: Fights the effects of pollution.

Acryloyldimethyl Taurate Copolymer, Hydroxyethylcellulose, Dipropylene Glycol, Fragrance, Sorbitan Isostearate, Polysorbate 60, Butylene Glycol, Gelidium Cartilagineum Extra",$9.99 
DR. JART+,Face Masks,"-Bio-peptides: Activate skin function recovery.
-Coenzyme Q10: Contains antioxidant properties for skin elasticity improvement.
-Beta-glucan: Reduces the appearance of fine lines and wrinkles.

Water, Glycerin, 1,2-Hexanediol, Ceratonia Siliqua Gum, Chond",$9.00 
PRIMERA,Face Masks,"-10-Seed Complex™: Helps nourish and replenish nutrients to the skin.
-Aqua Seal Complex™: Hydrates and helps amplify skin's glow.

Oil Essence:
Cetyl Ethylhexanoate, Polyglyceryl-3 Cocoate, Algin, Trihydroxystearin, 1,2-Hexanediol, Silica Dimethyl Si",$22.00 
DR. BRANDT SKINCARE,Face Masks,"-Oxygen Spheres: Help visibly improve clarity and radiance in the skin.
-Moringa Seed Extract: Supports skin.

Water (Aqua), Glycerin, Kaolin, Methyl Perfluorobutyl Ether, Cocamidopropyl Betaine, Methyl Perfluoroisobutyl Ether, Ethyl Perfluorobutyl Ether,",$70.00 
WISHFUL,Face Masks,"-Adenosine: Provides the skin with energy while moisturizing and supporting the skin’s condition.
-Peptide: Supports a more lifted-, youthful look by hydrating.
-Niacinamide: Visibly tightens and improves the look of sallowness while reducing the appear",$9.00 
DR. JART+,Face Masks,"-Vitamin C and Botnical Extracts: Removes impurities and visibly improves skin’s texture.
-Purifying Detox Complex: Cleanses, purifies, and refreshes skin.

STEP 01 Super Booster:
Cetyl Ethylhexanoate, PEG-8 Glyceryl Isostearate, Algin, Trihydroxysteari",$12.00 
TATA HARPER,Face Masks,,$95.00 
ALGENIST,Face Masks,"-Alguronic Acid: Reduces the appearance of fine lines and wrinkles, as well as brightens the overall appearance of skin.
-Sulfur: Cleanses and helps purify clogged pores to visibly rejuvenate and revitalize dull skin.
-Red Algae Extract: Soothes the skin ",$55.00 
FOREO,Face Masks,"-Hyaluronic Acid and Aquaxyl™: Richly hydrate skin.

Water, Glycerin, Butylene Glycol, Dipropylene Glycol, Decyl Cocoate, Sodium Hyaluronate, Tremella Fuciformis Sporocarp Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Portulaca Oleracea Extract, Cera",$19.99 
SEPHORA COLLECTION,Face Masks,,$8.00 
SEPHORA COLLECTION,Face Masks,"-Pumpkin Extract of Natural Origin: Saturated in vitamins and minerals, pumpkin is a perfect cure for dry skin.

Aqua (Water), Butylene Glycol, Glycerin, Betaine, 1,2-Hexanediol, Hydroxyacetophenone, Saccharide Isomerate, Xanthan Gum, Polyglyceryl-10 Laur",$6.00 
OMOROVICZA,Face Masks,"-Hungarian Moor Mud: Delivers rich calcium and magnesium carbonate to cleanse and nourish the skin.
-White Clay: Draws out toxins and impurities and absorbs pore-clogging oil.
-Hydro Mineral Transference ™: Creates a firmer, younger look.

Hungarian The",$120.00 
TATCHA,Face Masks,"Water, Glycerin, Propanediol, Methyl Gluceth-¬‐20, Alcohol,Camellia Sinensis (Green Tea) Leaf Extract, Inositol (Rice Extract), Algae Extract, Sericin (Silk Extract), Panax Ginseng Root Extract, Royal Jelly Extract, Chondrus Crispus (Red Algae) Extract,Thymus Serpillum (Thyme) Extract, Ppg-¬‐6-¬‐ Decyltetradeceth-¬‐ 20,Ethylhexylglycerin, Polyglyceryl-¬‐ 10eicosanedioate/Tetradecanedioate, Polyglyceryl-¬‐10 Isostearate, Xanthan Gum, Sodium Hyaluronate, Fragrance (Natural), Phenoxyethanol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$95.00 
DIOR,Face Masks,,$75.00 
